merchant_id,as_of_date,country,industry,tenure_months,account_status,kyc_status,risk_tier,profitability_tier,monthly_payment_volume_usd,transaction_count_30d,avg_settlement_delay_hours,payout_failure_rate_90d,support_contacts_90d,mobile_app_active,instant_settlement_enabled,contacted_last_30d
LS005722,2026-08-01,MX,Professional services,12,Active,Verified,Medium,Medium,13462.33,236,37.9,0.0166,0,0,1,0
LS008569,2026-08-01,MX,Travel,28,Active,Verified,Low,High,2943.06,47,12.7,0.0,0,1,1,0
LS034547,2026-08-01,US,Digital goods,48,Active,Verified,Low,Low,6613.84,98,27.6,0.021,0,0,0,0
LS041110,2026-08-01,MX,Food & beverage,26,Active,Pending,Low,Medium,15295.08,492,29.7,0.009,2,1,0,0
LS013890,2026-08-01,US,Food & beverage,58,Active,Verified,Low,Medium,9843.19,214,34.6,0.0342,1,0,1,0
LS027421,2026-08-01,BR,Food & beverage,24,Active,Verified,Medium,Low,14634.21,218,34.6,0.0055,0,1,0,0
LS032123,2026-08-01,MX,Digital goods,26,Active,Verified,Low,Medium,18501.43,310,21.8,0.0013,1,1,0,1
LS003634,2026-08-01,MX,Professional services,31,Active,Verified,Medium,Medium,2361.42,34,11.8,0.0095,0,0,1,0
LS010736,2026-08-01,US,Retail,23,Active,Verified,Medium,Medium,5141.59,56,37.8,0.0217,3,0,0,0
LS025154,2026-08-01,BR,Professional services,13,Active,Pending,Low,Low,4319.37,61,28.7,0.0111,0,1,0,0
LS004511,2026-08-01,MX,Digital goods,54,Active,Verified,Low,Low,3236.83,31,20.4,0.0044,1,1,0,0
LS024667,2026-08-01,MX,Food & beverage,19,Active,Verified,Low,Medium,6150.33,63,8.4,0.0,1,0,0,0
LS031833,2026-08-01,MX,Retail,28,Active,Verified,High,Low,32663.45,633,28.5,0.0194,1,1,1,0
LS054272,2026-08-01,CR,Retail,84,Active,Verified,Low,High,40690.67,727,23.3,0.0191,0,1,0,0
LS047172,2026-08-01,US,Professional services,36,Active,Verified,Low,Medium,32292.24,670,27.6,0.0218,1,1,1,0
LS004410,2026-08-01,MX,Food & beverage,27,Active,Verified,Low,Medium,15208.34,195,30.7,0.0186,0,1,0,0
LS033176,2026-08-01,US,Professional services,44,Active,Verified,Low,Low,42224.94,707,42.6,0.0227,0,1,0,0
LS026329,2026-08-01,US,Digital goods,76,Active,Verified,High,Low,5494.41,41,44.9,0.0041,0,1,0,0
LS025000,2026-08-01,MX,Digital goods,2,Active,Verified,Medium,Low,4214.69,64,24.2,0.01,1,1,1,1
LS008496,2026-08-01,BR,Professional services,21,Active,Pending,Low,Medium,6677.09,59,48.7,0.0346,0,1,0,0
LS030467,2026-08-01,MX,Retail,30,Active,Verified,Low,Low,21624.7,241,15.8,0.027,0,0,1,0
LS015359,2026-08-01,US,Travel,16,Active,Verified,Medium,Low,6276.99,60,13.5,0.0064,2,1,0,1
LS050059,2026-08-01,US,Travel,15,Active,Verified,Low,High,12155.0,155,6.5,0.0086,0,0,0,0
LS036618,2026-08-01,BR,Travel,23,Active,Verified,Low,Medium,25887.58,235,12.1,0.0,2,1,0,0
LS057734,2026-08-01,US,Food & beverage,19,Active,Verified,Low,Low,12457.76,159,27.8,0.0115,0,1,1,0
LS043606,2026-08-01,US,Food & beverage,31,Paused,Verified,Medium,Low,41875.47,472,15.0,0.0,1,1,0,0
LS033788,2026-08-01,BR,Professional services,23,Active,Verified,Medium,Medium,10588.43,168,40.1,0.0152,3,0,0,0
LS057765,2026-08-01,CR,Digital goods,11,Active,Verified,Low,Medium,2285.59,50,42.2,0.0143,2,0,0,0
LS042294,2026-08-01,US,Professional services,30,Active,Verified,Medium,Medium,2846.58,26,45.8,0.0183,1,1,0,0
LS050476,2026-08-01,MX,Food & beverage,22,Active,Verified,Medium,High,14435.59,126,30.4,0.0207,0,0,0,0
LS050155,2026-08-01,BR,Retail,29,Active,Pending,Medium,Low,2322.88,28,28.4,0.0048,0,0,1,0
LS045532,2026-08-01,US,Food & beverage,46,Active,Verified,Low,Medium,3576.01,46,23.7,0.0063,1,1,0,1
LS033546,2026-08-01,MX,Travel,28,Active,Verified,Low,High,6515.01,69,22.6,0.0162,1,1,0,0
LS042588,2026-08-01,MX,Food & beverage,42,Active,Verified,Low,Medium,50755.05,798,38.7,0.0089,1,0,0,0
LS025786,2026-08-01,US,Digital goods,36,Active,Verified,Low,High,12751.06,154,10.1,0.0,0,0,0,0
LS004156,2026-08-01,MX,Digital goods,30,Active,Verified,Low,Medium,11269.48,184,46.4,0.0206,1,1,0,0
LS042189,2026-08-01,US,Retail,29,Active,Verified,High,Medium,7019.44,124,35.7,0.0129,1,1,0,0
LS012556,2026-08-01,CR,Retail,4,Active,Verified,Low,High,2231.37,19,17.2,0.0,1,0,0,0
LS042822,2026-08-01,BR,Travel,84,Active,Verified,Low,Low,31051.16,471,4.0,0.0,1,0,0,0
LS019620,2026-08-01,US,Food & beverage,36,Closed,Verified,Low,Low,49004.91,623,14.7,0.0081,0,0,0,0
LS005983,2026-08-01,US,Food & beverage,41,Closed,Verified,Low,High,29805.54,830,41.1,0.0167,0,1,0,0
LS042536,2026-08-01,BR,Professional services,49,Active,Verified,Low,Medium,1409.53,14,54.7,0.0228,0,0,0,0
LS001011,2026-08-01,CR,Digital goods,37,Active,Verified,High,Low,3076.02,83,33.3,0.0184,2,1,0,0
LS013171,2026-08-01,US,Retail,38,Paused,Verified,Low,Medium,5492.91,89,28.4,0.0,0,1,0,0
LS017031,2026-08-01,MX,Retail,7,Active,Verified,Medium,Low,15436.31,262,44.0,0.0173,1,1,0,0
LS038867,2026-08-01,BR,Professional services,22,Paused,Verified,Low,High,57245.99,394,42.4,0.0247,1,1,0,0
LS053825,2026-08-01,US,Retail,29,Active,Verified,Low,Low,4240.86,78,45.4,0.0237,3,1,1,0
LS040536,2026-08-01,CR,Digital goods,84,Active,Verified,Medium,High,19910.47,224,8.7,0.0042,2,1,0,0
LS004237,2026-08-01,US,Retail,17,Active,Verified,Low,Low,4028.29,62,18.7,0.0253,2,1,1,1
LS019860,2026-08-01,BR,Digital goods,15,Active,Expired,Low,Low,29200.73,186,28.8,0.0024,0,1,0,0
LS006450,2026-08-01,BR,Food & beverage,38,Active,Verified,Low,Low,37541.47,450,20.0,0.0,1,1,0,0
LS009261,2026-08-01,BR,Travel,23,Active,Verified,Medium,Low,1758.75,39,21.5,0.0091,2,1,0,0
LS055295,2026-08-01,MX,Professional services,23,Active,Verified,Medium,High,69058.58,1012,6.1,0.0,0,1,0,0
LS003588,2026-08-01,BR,Retail,30,Active,Verified,High,Low,2368.68,41,17.4,0.0022,0,0,0,0
LS045457,2026-08-01,CR,Professional services,21,Paused,Verified,Medium,Low,4110.9,42,16.0,0.0042,0,0,0,0
LS009946,2026-08-01,US,Retail,9,Active,Verified,Low,Low,3290.19,46,27.8,0.0132,0,1,0,0
LS047806,2026-08-01,MX,Retail,35,Active,Verified,Low,Low,13610.47,143,10.8,0.0,0,1,0,0
LS048327,2026-08-01,BR,Retail,56,Active,Verified,Low,High,1660.61,27,45.8,0.036,2,0,0,0
LS030902,2026-08-01,CR,Food & beverage,43,Active,Verified,Medium,Medium,4404.21,63,52.5,0.0203,1,1,1,0
LS035695,2026-08-01,MX,Retail,64,Active,Verified,Low,Medium,5908.41,98,32.5,0.0343,2,0,0,0
LS024051,2026-08-01,US,Retail,34,Closed,Verified,Medium,Low,85926.18,1198,19.5,0.0148,2,1,1,0
LS042852,2026-08-01,BR,Professional services,66,Active,Verified,Medium,Low,10583.61,113,40.9,0.0165,0,0,0,0
LS002526,2026-08-01,US,Digital goods,51,Active,Verified,Medium,Medium,18356.92,333,29.0,0.0083,2,0,0,0
LS053804,2026-08-01,MX,Professional services,59,Active,Verified,Low,Medium,9849.74,169,40.3,0.0141,1,0,0,0
LS029911,2026-08-01,MX,Retail,13,Active,Verified,Low,Medium,16336.99,131,26.0,0.0037,0,1,0,0
LS043102,2026-08-01,MX,Professional services,27,Active,Verified,Low,Medium,5264.9,92,25.5,0.0105,0,1,1,0
LS057263,2026-08-01,MX,Retail,47,Active,Verified,Medium,High,9396.64,128,13.6,0.0066,3,1,0,1
LS026464,2026-08-01,MX,Food & beverage,78,Active,Verified,Medium,Medium,18727.07,339,4.0,0.0,0,0,0,0
LS011536,2026-08-01,US,Retail,17,Active,Verified,Low,Low,5037.95,38,15.9,0.0,1,0,1,0
LS059583,2026-08-01,US,Food & beverage,22,Closed,Verified,Low,Low,15465.77,154,23.9,0.0208,0,1,0,0
LS031748,2026-08-01,MX,Retail,21,Active,Verified,Low,Low,9845.05,167,4.0,0.0,0,1,0,0
LS030445,2026-08-01,CR,Professional services,24,Active,Verified,Low,High,6316.31,77,12.6,0.0122,2,1,1,0
LS008786,2026-08-01,US,Professional services,21,Paused,Verified,Medium,High,6220.84,224,4.0,0.0,1,0,0,0
LS050257,2026-08-01,MX,Retail,24,Active,Verified,High,Medium,5097.88,118,36.6,0.0216,1,1,0,0
LS004333,2026-08-01,US,Retail,45,Active,Expired,Low,Medium,7990.04,57,38.2,0.0214,2,1,1,0
LS021652,2026-08-01,MX,Travel,20,Active,Verified,Low,Low,5228.89,56,42.9,0.0215,4,1,0,0
LS050394,2026-08-01,US,Professional services,7,Active,Verified,Low,Medium,18730.61,440,14.5,0.0012,0,1,0,0
LS000579,2026-08-01,MX,Food & beverage,30,Active,Verified,Medium,Low,16611.67,372,24.2,0.0066,1,1,0,0
LS034983,2026-08-01,CR,Food & beverage,22,Active,Verified,Low,Low,4165.28,59,20.7,0.0,0,0,0,0
LS033841,2026-08-01,BR,Retail,17,Paused,Verified,Medium,Medium,9154.42,54,10.5,0.0,2,1,0,0
LS031103,2026-08-01,BR,Professional services,73,Active,Verified,Low,Low,23562.92,323,43.5,0.0127,1,0,0,0
LS053710,2026-08-01,US,Retail,12,Active,Pending,Low,Low,12500.75,312,13.2,0.0,2,1,0,0
LS054019,2026-08-01,US,Retail,32,Active,Verified,Low,High,61307.85,941,28.6,0.005,0,0,1,0
LS051316,2026-08-01,US,Professional services,43,Active,Verified,Medium,Low,18799.83,200,17.5,0.0009,0,0,0,0
LS034083,2026-08-01,MX,Retail,27,Active,Verified,Low,Low,8780.28,76,32.9,0.0172,1,1,0,0
LS025532,2026-08-01,MX,Retail,9,Active,Verified,Low,Medium,18210.21,248,41.7,0.0215,3,1,0,0
LS029754,2026-08-01,MX,Retail,36,Active,Verified,High,Medium,13010.4,195,20.6,0.0042,0,0,0,0
LS037574,2026-08-01,US,Digital goods,84,Active,Verified,Low,Low,9837.15,78,36.8,0.0292,0,0,0,0
LS042586,2026-08-01,MX,Digital goods,10,Active,Verified,Low,Medium,22133.53,180,37.8,0.011,0,1,1,0
LS003101,2026-08-01,US,Food & beverage,8,Active,Verified,Medium,Low,69450.39,798,39.3,0.0169,0,1,0,0
LS013801,2026-08-01,MX,Professional services,32,Active,Verified,Medium,Medium,10612.39,124,40.5,0.0195,0,0,0,0
LS001541,2026-08-01,US,Professional services,14,Active,Verified,Medium,High,26208.6,436,22.8,0.0105,0,0,1,0
LS002291,2026-08-01,MX,Retail,15,Active,Expired,High,Medium,2857.11,27,29.8,0.0118,1,0,0,0
LS037873,2026-08-01,US,Retail,11,Active,Verified,Low,Low,30634.3,561,4.0,0.0098,1,1,1,1
LS054987,2026-08-01,CR,Food & beverage,40,Active,Verified,Medium,High,8180.58,147,33.1,0.0317,0,0,0,0
LS049744,2026-08-01,US,Food & beverage,66,Paused,Verified,High,High,5379.45,66,15.4,0.0,0,0,0,0
LS012265,2026-08-01,BR,Food & beverage,45,Active,Verified,Low,Medium,22812.86,388,29.0,0.0133,1,0,0,0
LS026950,2026-08-01,US,Professional services,18,Active,Pending,Medium,Low,23986.36,325,26.9,0.0201,0,1,0,0
LS038704,2026-08-01,BR,Travel,42,Active,Verified,Medium,Medium,4689.31,86,22.0,0.0099,1,0,0,0
LS040079,2026-08-01,US,Retail,17,Active,Verified,Medium,Low,864.79,16,33.2,0.0168,0,1,0,0
LS043336,2026-08-01,MX,Retail,22,Active,Verified,Medium,Low,8956.73,93,34.6,0.0066,0,0,0,0
LS056547,2026-08-01,MX,Food & beverage,33,Active,Verified,Medium,Low,6511.07,76,14.8,0.0117,1,1,0,0
LS023047,2026-08-01,US,Retail,6,Active,Verified,Low,High,8806.77,132,28.3,0.0058,0,0,0,0
LS056326,2026-08-01,BR,Food & beverage,29,Active,Verified,Medium,Medium,3368.21,52,37.1,0.0014,2,0,0,0
LS053644,2026-08-01,MX,Professional services,13,Paused,Verified,Medium,Medium,16036.8,180,27.7,0.0038,0,1,1,0
LS034718,2026-08-01,BR,Travel,36,Active,Verified,Low,Low,26433.97,554,26.9,0.0117,1,1,0,0
LS049810,2026-08-01,BR,Professional services,15,Active,Verified,Low,Medium,6327.46,83,28.8,0.0087,0,0,0,0
LS023044,2026-08-01,US,Retail,14,Active,Expired,Low,High,13115.04,207,37.3,0.015,1,1,0,0
LS013398,2026-08-01,US,Professional services,41,Active,Verified,Medium,Low,14657.86,372,22.7,0.0,0,1,1,0
LS014713,2026-08-01,US,Food & beverage,78,Active,Pending,Low,Medium,6314.7,102,18.9,0.0163,0,0,0,0
LS008988,2026-08-01,CR,Food & beverage,15,Active,Verified,Low,Medium,4490.06,59,25.8,0.0176,0,1,0,0
LS023154,2026-08-01,US,Professional services,65,Closed,Verified,Low,Low,8000.48,163,39.1,0.022,2,1,0,0
LS000237,2026-08-01,US,Retail,28,Active,Verified,Low,Medium,7754.72,115,28.3,0.0109,0,0,0,0
LS017339,2026-08-01,US,Professional services,23,Active,Verified,High,Medium,18068.91,124,11.9,0.0035,0,1,0,0
LS025562,2026-08-01,MX,Professional services,33,Active,Verified,High,Medium,9318.35,213,4.0,0.0,2,0,0,0
LS009656,2026-08-01,CR,Travel,23,Active,Verified,Low,Medium,11236.89,234,37.1,0.018,1,0,0,0
LS021024,2026-08-01,MX,Retail,52,Active,Verified,Low,Low,25371.22,317,27.5,0.0196,3,1,1,0
LS045483,2026-08-01,MX,Digital goods,7,Active,Pending,Medium,Medium,13127.87,148,35.6,0.0191,2,1,0,0
LS038830,2026-08-01,CR,Professional services,24,Active,Verified,Medium,Low,10226.34,252,24.5,0.0091,3,1,0,0
LS015287,2026-08-01,US,Food & beverage,8,Active,Verified,Low,Low,11559.28,123,15.2,0.0005,0,1,1,0
LS033406,2026-08-01,MX,Retail,9,Active,Verified,Low,High,3328.66,60,41.7,0.0254,2,0,1,0
LS018917,2026-08-01,BR,Digital goods,24,Active,Verified,Low,Medium,7493.37,68,29.9,0.0,1,0,0,1
LS052049,2026-08-01,BR,Food & beverage,27,Active,Verified,Low,Low,8562.54,197,52.8,0.0169,0,1,1,0
LS036673,2026-08-01,BR,Retail,39,Active,Verified,Low,Medium,46296.96,326,30.3,0.0176,0,1,0,0
LS059042,2026-08-01,BR,Travel,31,Active,Verified,Low,Medium,14647.99,117,25.0,0.0084,0,0,0,0
LS009409,2026-08-01,MX,Travel,10,Active,Verified,Low,Low,16108.64,296,33.6,0.0015,0,0,0,0
LS019022,2026-08-01,MX,Food & beverage,34,Active,Verified,Low,High,8668.21,117,25.2,0.0147,0,0,0,0
LS014120,2026-08-01,US,Digital goods,13,Active,Verified,Medium,High,9345.22,153,24.3,0.0207,1,0,0,0
LS053475,2026-08-01,BR,Food & beverage,20,Closed,Verified,Low,High,4142.98,47,37.9,0.0046,1,0,1,0
LS009300,2026-08-01,US,Food & beverage,50,Active,Verified,High,Medium,37646.99,467,33.5,0.0045,0,1,0,0
LS019741,2026-08-01,CR,Professional services,21,Active,Verified,Medium,Medium,11503.87,214,33.9,0.0213,2,1,0,0
LS020968,2026-08-01,US,Digital goods,39,Active,Verified,Medium,Low,2145.9,49,22.9,0.0166,1,1,0,0
LS050441,2026-08-01,BR,Retail,29,Active,Verified,Low,Medium,34555.4,387,40.8,0.0268,3,1,1,0
LS031410,2026-08-01,US,Food & beverage,21,Active,Verified,Low,Medium,11683.25,217,28.0,0.0255,0,1,0,0
LS048918,2026-08-01,MX,Digital goods,10,Active,Verified,Low,Low,13531.08,149,39.0,0.0234,1,1,0,0
LS023931,2026-08-01,US,Food & beverage,35,Active,Verified,Low,Medium,23763.17,314,26.0,0.0242,0,1,1,0
LS002438,2026-08-01,US,Retail,21,Active,Verified,Low,Medium,12171.18,213,25.0,0.0094,2,1,1,0
LS001010,2026-08-01,MX,Retail,26,Active,Verified,Low,Medium,27484.93,204,38.2,0.0182,0,1,1,0
LS020331,2026-08-01,BR,Professional services,29,Active,Verified,Low,Medium,24597.65,252,58.4,0.0296,1,1,0,0
LS033381,2026-08-01,BR,Retail,5,Active,Verified,Medium,Medium,7333.95,99,11.2,0.0004,0,1,0,0
LS037844,2026-08-01,US,Retail,23,Active,Verified,Medium,Low,6399.89,90,31.0,0.0056,0,1,0,0
LS045173,2026-08-01,MX,Digital goods,19,Active,Verified,Low,Medium,21030.59,622,20.9,0.0098,1,0,0,0
LS026870,2026-08-01,BR,Food & beverage,37,Active,Verified,Medium,Low,6741.8,131,20.8,0.0,2,0,0,0
LS041892,2026-08-01,US,Digital goods,6,Active,Verified,Low,Medium,6750.55,55,25.7,0.0057,0,1,0,0
LS026920,2026-08-01,MX,Retail,23,Active,Verified,Low,High,33975.46,398,37.3,0.0237,0,1,0,0
LS052199,2026-08-01,CR,Food & beverage,32,Active,Verified,High,Medium,20710.93,190,10.6,0.0,0,1,1,0
LS029530,2026-08-01,US,Retail,18,Active,Verified,Low,Medium,73412.84,504,31.3,0.0216,0,0,1,0
LS048893,2026-08-01,BR,Retail,69,Active,Verified,Low,High,7449.74,109,36.7,0.0204,1,1,0,0
LS044277,2026-08-01,BR,Digital goods,6,Active,Verified,Low,Medium,2376.45,25,39.1,0.0214,2,1,0,0
LS044462,2026-08-01,MX,Digital goods,7,Closed,Verified,Low,High,5447.87,58,34.6,0.0213,3,1,0,0
LS039317,2026-08-01,US,Travel,19,Active,Verified,Low,Medium,21412.69,349,36.7,0.0121,0,1,0,0
LS016497,2026-08-01,US,Digital goods,14,Active,Verified,Low,Low,1566.79,26,11.8,0.0011,1,0,0,0
LS020799,2026-08-01,MX,Professional services,29,Active,Verified,Low,High,2897.07,45,27.4,0.0027,2,0,0,0
LS009624,2026-08-01,MX,Retail,23,Active,Verified,Medium,Medium,15723.89,247,22.6,0.0071,0,1,1,0
LS017537,2026-08-01,US,Food & beverage,67,Active,Pending,Low,Medium,23957.28,320,7.1,0.0124,0,0,0,0
LS021216,2026-08-01,MX,Professional services,13,Active,Verified,High,Low,16920.83,259,23.1,0.0222,1,0,0,0
LS026303,2026-08-01,CR,Professional services,28,Active,Verified,Low,High,18621.91,293,24.9,0.0,0,0,0,0
LS025112,2026-08-01,BR,Professional services,47,Active,Verified,Low,Medium,5231.18,69,15.4,0.0063,1,1,1,0
LS006296,2026-08-01,MX,Retail,27,Active,Verified,Low,Medium,8798.12,117,17.4,0.0252,1,1,1,0
LS050343,2026-08-01,US,Professional services,27,Active,Verified,High,Medium,65776.85,1861,22.8,0.0087,0,1,1,0
LS042863,2026-08-01,CR,Professional services,27,Active,Verified,Medium,Low,15026.4,192,26.0,0.0016,0,0,0,0
LS000087,2026-08-01,CR,Retail,23,Active,Verified,Low,Medium,36599.57,474,36.5,0.0094,2,1,0,0
LS009542,2026-08-01,CR,Food & beverage,84,Active,Verified,High,Low,3414.15,44,12.2,0.0013,0,0,1,0
LS002559,2026-08-01,BR,Digital goods,48,Active,Pending,Low,Low,12287.51,124,16.8,0.0072,0,0,0,0
LS025078,2026-08-01,US,Retail,20,Active,Pending,Low,High,7553.62,98,11.3,0.0,3,1,1,0
LS010720,2026-08-01,MX,Professional services,23,Active,Verified,Low,Low,17662.99,328,20.4,0.0155,1,1,0,0
LS043536,2026-08-01,US,Professional services,23,Active,Verified,Medium,Low,18205.13,473,19.3,0.0057,0,1,1,0
LS000186,2026-08-01,CR,Digital goods,16,Active,Verified,Low,High,1913.37,47,26.1,0.0074,0,0,0,0
LS004348,2026-08-01,US,Retail,15,Active,Pending,Low,Medium,15250.91,188,39.6,0.006,0,1,0,0
LS035757,2026-08-01,MX,Digital goods,46,Active,Verified,Low,Low,7080.26,105,35.1,0.0193,1,0,0,0
LS057051,2026-08-01,BR,Retail,16,Active,Verified,Low,Medium,14857.15,228,34.3,0.0041,0,0,0,0
LS056606,2026-08-01,US,Retail,19,Active,Verified,Medium,Medium,33873.36,439,25.4,0.0206,0,1,0,0
LS043736,2026-08-01,BR,Professional services,18,Active,Verified,Medium,High,14552.52,243,18.3,0.0051,0,0,0,0
LS046520,2026-08-01,MX,Digital goods,22,Active,Pending,Medium,Medium,17477.61,188,27.5,0.0,0,1,1,0
LS033008,2026-08-01,MX,Retail,48,Active,Verified,High,Medium,27908.17,332,30.2,0.0212,1,1,1,0
LS027296,2026-08-01,BR,Food & beverage,10,Active,Verified,Low,Low,10966.28,160,24.4,0.0145,0,0,0,0
LS028361,2026-08-01,MX,Food & beverage,41,Active,Verified,Low,Low,9933.92,321,21.0,0.0002,0,1,1,0
LS023292,2026-08-01,US,Digital goods,37,Active,Pending,Low,Low,16897.28,394,36.9,0.0104,0,1,1,0
LS003663,2026-08-01,MX,Professional services,46,Active,Verified,Low,High,6389.4,105,38.8,0.0222,3,1,0,0
LS017968,2026-08-01,CR,Food & beverage,14,Active,Verified,Low,High,18657.6,217,11.4,0.0,0,1,0,0
LS044647,2026-08-01,US,Digital goods,41,Active,Verified,Low,Medium,5537.37,94,24.2,0.0,1,1,0,1
LS006595,2026-08-01,CR,Digital goods,29,Active,Verified,Medium,Low,2729.94,31,26.9,0.0127,2,0,0,0
LS049073,2026-08-01,MX,Professional services,60,Active,Verified,Medium,High,84422.59,823,32.9,0.018,2,1,0,0
LS017012,2026-08-01,US,Travel,11,Active,Verified,Low,Low,11030.64,176,43.0,0.005,0,1,0,0
LS000335,2026-08-01,US,Travel,43,Active,Verified,Low,Low,15097.26,281,39.2,0.0121,1,1,0,0
LS027792,2026-08-01,BR,Digital goods,21,Active,Verified,Low,High,26426.02,379,48.7,0.0142,0,0,0,0
LS058309,2026-08-01,US,Food & beverage,22,Active,Verified,Low,Medium,4424.01,79,27.2,0.0,1,0,1,0
LS000377,2026-08-01,MX,Food & beverage,31,Active,Verified,Low,Low,36530.31,427,12.7,0.0,1,1,0,0
LS038599,2026-08-01,MX,Retail,33,Active,Verified,Low,Medium,35938.87,1181,33.2,0.0,1,1,1,0
LS012908,2026-08-01,MX,Professional services,50,Closed,Verified,Low,Medium,6024.18,52,22.6,0.0062,1,1,0,0
LS022693,2026-08-01,US,Food & beverage,19,Active,Verified,Medium,Low,11647.64,311,29.0,0.0215,2,1,0,0
LS048225,2026-08-01,MX,Food & beverage,38,Active,Verified,Low,Low,8164.47,143,43.9,0.0268,1,1,1,0
LS027283,2026-08-01,MX,Professional services,19,Active,Verified,Medium,High,16860.2,184,24.1,0.0127,1,1,0,0
LS033761,2026-08-01,CR,Retail,12,Active,Verified,Low,Low,10795.33,81,35.8,0.0124,1,1,1,0
LS013663,2026-08-01,MX,Retail,18,Active,Verified,Low,Medium,13580.54,472,41.3,0.0056,0,1,0,0
LS046741,2026-08-01,CR,Professional services,18,Active,Verified,Medium,Medium,8140.79,140,23.0,0.0044,0,0,0,0
LS019697,2026-08-01,MX,Professional services,13,Active,Verified,Medium,High,22143.28,246,32.9,0.0102,1,1,0,1
LS010897,2026-08-01,MX,Food & beverage,13,Active,Verified,Medium,Low,23255.47,289,14.2,0.0,0,1,0,0
LS039520,2026-08-01,BR,Retail,31,Active,Verified,Low,High,8690.36,152,35.6,0.005,0,1,0,1
LS048447,2026-08-01,MX,Retail,25,Active,Verified,Low,Medium,5202.31,33,39.7,0.0329,3,1,0,0
LS000484,2026-08-01,CR,Digital goods,21,Closed,Verified,Medium,Low,5274.32,74,35.1,0.0164,0,1,0,0
LS034157,2026-08-01,US,Digital goods,37,Active,Verified,High,High,4938.15,78,10.6,0.0075,1,1,0,0
LS004278,2026-08-01,MX,Retail,15,Active,Verified,Low,Medium,17801.29,279,51.1,0.0201,0,1,0,0
LS059900,2026-08-01,US,Professional services,28,Active,Verified,Low,Low,5993.25,110,25.9,0.022,3,1,0,0
LS049936,2026-08-01,US,Retail,35,Active,Verified,Low,Medium,7408.47,53,43.1,0.0242,0,1,0,0
LS043234,2026-08-01,US,Retail,42,Active,Verified,Low,Medium,10668.94,144,26.2,0.035,0,1,0,0
LS044724,2026-08-01,BR,Travel,37,Paused,Verified,Low,Medium,13425.32,140,31.9,0.0137,0,1,1,0
LS046247,2026-08-01,MX,Digital goods,22,Active,Verified,High,High,21692.44,379,31.7,0.0034,0,1,0,0
LS008532,2026-08-01,MX,Retail,17,Paused,Verified,Low,Medium,6283.17,94,4.3,0.0067,1,0,0,0
LS004095,2026-08-01,CR,Retail,9,Paused,Verified,Low,Low,2600.12,59,22.4,0.0115,0,0,0,0
LS031507,2026-08-01,MX,Professional services,15,Active,Verified,Medium,Medium,4493.14,47,20.2,0.0095,0,1,0,0
LS056863,2026-08-01,BR,,21,Active,Pending,Low,Low,3818.56,76,5.6,0.0,2,1,0,0
LS019082,2026-08-01,CR,Professional services,14,Active,Verified,Low,Medium,4282.85,77,35.9,0.0131,1,1,0,0
LS058896,2026-08-01,MX,Digital goods,54,Active,Verified,Low,Medium,7288.6,91,25.7,0.0134,0,0,0,0
LS017085,2026-08-01,US,Professional services,16,Active,Verified,High,Low,12204.12,179,23.6,0.01,2,1,0,0
LS051498,2026-08-01,US,Professional services,17,Active,Verified,Low,Medium,13657.37,175,33.4,0.0179,1,0,0,0
LS047499,2026-08-01,MX,Retail,10,Active,Verified,Medium,High,6454.24,98,33.5,0.0,1,1,0,0
LS009584,2026-08-01,CR,Retail,33,Paused,Verified,Medium,Medium,8137.57,144,39.6,0.0224,0,0,0,0
LS056013,2026-08-01,US,Retail,21,Active,Verified,Medium,Medium,36054.71,517,36.4,0.0188,0,1,0,0
LS012090,2026-08-01,BR,Food & beverage,25,Active,Verified,Low,Low,10942.71,105,16.2,0.0101,1,0,0,1
LS041497,2026-08-01,US,Retail,23,Active,Verified,Low,High,26606.21,359,17.7,0.0139,1,1,0,0
LS023742,2026-08-01,BR,Retail,29,Active,Verified,Medium,Low,7529.11,140,16.2,0.0,0,1,0,0
LS006555,2026-08-01,MX,Digital goods,20,Paused,Verified,Medium,Medium,15604.56,196,21.5,0.005,0,1,0,0
LS038148,2026-08-01,MX,Professional services,25,Active,Verified,Medium,Low,11280.34,141,21.4,0.0,0,1,0,0
LS020369,2026-08-01,CR,Retail,59,Active,Verified,High,Medium,5209.91,48,12.0,0.0059,1,1,0,1
LS034026,2026-08-01,BR,Professional services,6,Active,Verified,Medium,High,5444.02,110,4.0,0.007,2,1,0,1
LS021480,2026-08-01,US,Digital goods,32,Active,Verified,Medium,Medium,39274.28,611,22.6,0.0084,0,1,0,0
LS036573,2026-08-01,US,Digital goods,18,Active,Verified,High,High,10588.14,96,21.3,0.0184,2,1,0,0
LS017328,2026-08-01,BR,Food & beverage,41,Active,Verified,Low,Medium,11986.84,327,19.8,0.0123,0,1,0,0
LS052161,2026-08-01,US,Food & beverage,38,Active,Verified,Low,Medium,9775.07,163,30.2,0.0024,2,0,0,0
LS023129,2026-08-01,US,Retail,19,Active,Expired,Low,High,21006.17,425,26.8,0.0185,0,0,0,0
LS008530,2026-08-01,US,Retail,13,Active,Verified,Low,Medium,32773.82,488,4.5,0.0,1,0,0,1
LS030664,2026-08-01,MX,Digital goods,11,Closed,Expired,Medium,Low,21134.81,409,29.6,0.0197,0,0,1,0
LS004269,2026-08-01,US,Digital goods,37,Active,Verified,Low,Medium,20602.31,192,16.4,0.0,2,1,0,0
